Name,ISIN,Symbol,Market,Currency,Open Price,High Price,low Price,last Price,last Trade MIC Time,Time Zone,Volume,Turnover,Closing Price,Closing Price DateTime
28 Jan 2024,,,,,,,,,,,,,,
All datapoints provided as of end of last active trading day.,,,,,,,,,,,,,,
BBVA,ES0113211835,2BBVA,Trading After Hours,EUR,8.442,8.442,8.228,8.228,05/12/2023 18:00,CET,600,4937.01,8.088,26/01/2024
BCA POP SONDRIO,IT0000784196,BPSO,Euronext Milan,EUR,6.555,6.63,6.48,6.63,26/01/2024 17:35,CET,1748809,11508981.56,6.63,26/01/2024
BCA PROFILO,IT0001073045,PRO,Euronext Milan,EUR,0.205,0.205,0.204,0.205,26/01/2024 17:35,CET,1103251,225882.875,0.205,26/01/2024
BCO DESIO BRIANZA,IT0001041000,BDB,Euronext Milan,EUR,3.83,3.84,3.80,3.82,26/01/2024 17:35,CET,26393,100962.11,3.82,26/01/2024
BD MULTI MEDIA,FR0000035305,ALBDM,Euronext Growth Paris,EUR,1.50,1.50,1.354,1.488,26/01/2024 17:35,CET,8829,12205.32,1.488,26/01/2024
BE SEMICONDUCTOR,NL0012866412,2BESI,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,142.80,26/01/2024
BE SEMICONDUCTOR,NL0012866412,BESI,Euronext Amsterdam,EUR,144.25,145.20,142.15,142.80,26/01/2024 17:35,CET,613193,87933452.35,142.80,26/01/2024
BEACONSMIND,CH0451123589,MLBMD,Euronext Access Paris,EUR,8.00,8.00,8.00,8.00,29/06/2023 16:30,CET,38,304.00,8.00,26/01/2024
BEAULIEU-AV. CERT,BE0003661726,BEAB,Euronext Brussels,EUR,1.11,1.11,1.11,1.11,26/01/2024 11:30,CET,12,13.32,1.11,26/01/2024
BEBO HEALTH,CH1148983609,MLBBO,Euronext Access Paris,EUR,3.98,3.98,3.98,3.98,29/12/2023 11:30,CET,119,473.62,3.98,26/01/2024
"BECTON, DICKINSON",US0758871091,1BDX,Euronext Global Equity Market,EUR,216.50,216.50,216.50,216.50,29/11/2023 15:41,CET,22,4763.00,217.50,26/01/2024
"BECTON, DICKINSON",US0758871091,4BDX,EuroTLX,EUR,-,-,-,250.00,07/09/2023 00:00,CET,-,-,217.00,26/01/2024
"BECTON, DICKINSON",US0758871091,2BDX,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,217.50,26/01/2024
BEERENBERG,NO0013017574,BBERG,Euronext Growth Oslo,NOK,17.002,17.498,17.002,17.498,26/01/2024 15:27,CET,45789,788551.922,17.498,26/01/2024
BEEWIZE,IT0001487047,BWZ,Euronext Milan,EUR,0.472,0.484,0.472,0.484,26/01/2024 14:29,CET,7850,3793.20,0.484,26/01/2024
BEGHELLI,IT0001223277,BE,Euronext Milan,EUR,0.2505,0.2595,0.2505,0.2545,26/01/2024 17:35,CET,103308,26513.576,0.2545,26/01/2024
BEIERSDORF,DE0005200000,4BEI,EuroTLX,EUR,134.45,134.45,134.45,134.45,16/01/2024 17:04,CET,4,537.80,134.20,26/01/2024
BEIERSDORF,DE0005200000,2BEI,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,134.15,26/01/2024
BEIERSDORF,DE0005200000,1BEI,Euronext Global Equity Market,EUR,133.50,133.50,133.50,133.50,24/01/2024 09:38,CET,19,2536.50,134.15,26/01/2024
BEKAERT,BE0974258874,BEKB,Euronext Brussels,EUR,46.00,46.48,45.96,45.96,26/01/2024 17:35,CET,52288,2411652.92,45.96,26/01/2024
BELIEVE,FR0014003FE9,BLV,Euronext Paris,EUR,10.70,10.76,10.50,10.56,26/01/2024 17:35,CET,19055,202423.30,10.56,26/01/2024
BELLINI NAUTICA,IT0005497042,BELL,Euronext Growth Milan,EUR,1.57,1.57,1.55,1.56,26/01/2024 15:58,CET,2000,3125.00,1.56,26/01/2024
BELSHIPS,NO0003094104,BELCO,Oslo Børs,NOK,21.85,21.95,21.45,21.85,26/01/2024 16:26,CET,356610,7763068.15,21.85,26/01/2024
BELUGA,BE0003723377,BELU,Euronext Expert Market,EUR,-,-,-,-,-,CET,-,-,2.30,26/01/2024
BELYSSE GROUP,BE0974314461,BELYS,Euronext Brussels,EUR,0.60,0.65,0.60,0.65,26/01/2024 17:35,CET,3472,2184.60,0.65,26/01/2024
BEM INVEST,BE0046318490,-,Euronext Expert Market,EUR,14.00,14.00,14.00,14.00,21/02/2017 11:30,CET,5,70.00,14.00,26/01/2024
BENCHMARK HOLDINGS,GB00BGHPT808,BMK,Euronext Growth Oslo,NOK,5.80,5.80,5.80,5.80,26/01/2024 12:01,CET,1000,5800.00,5.80,26/01/2024
BENETEAU,FR0000035164,BEN,Euronext Paris,EUR,11.10,11.32,11.06,11.22,26/01/2024 17:37,CET,108402,1214962.96,11.22,26/01/2024
BENETEAU,FR0000035164,2BEN,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,11.22,26/01/2024
BENEVOLENTAI,LU2355630455,BAI,Euronext Amsterdam,EUR,0.80,0.80,0.745,0.79,26/01/2024 16:53,CET,13629,10560.41,0.79,26/01/2024
BENEVOLENTAI W,LU2355630968,BAIW,Euronext Amsterdam,EUR,0.014,0.014,0.01,0.01,15/06/2023 12:57,CET,30000,375.00,0.01,26/01/2024
BENFICA,PTSLB0AM0010,SLBEN,Euronext Lisbon,EUR,2.97,2.97,2.92,2.97,26/01/2024 18:15,BST,220,652.40,2.97,26/01/2024
BERGEN CARBON SOL,NO0010950249,BCS,Euronext Growth Oslo,NOK,11.98,11.98,11.68,11.92,26/01/2024 16:10,CET,21795,256935.66,11.92,26/01/2024
BERGENBIO,NO0010650013,BGBIO,Oslo Børs,NOK,0.275,0.2915,0.25,0.285,26/01/2024 16:29,CET,111766028,29747121.4155,0.285,26/01/2024
BerGenBio TR,NO0012921495,BGBIS,Oslo Børs,NOK,0.1061,0.118,0.095,0.1163,26/01/2024 16:25,CET,9438459,951892.822,0.1163,26/01/2024
BERKSHIRE HATHAWAY,US0846707026,1BRK,Euronext Global Equity Market,EUR,353.00,354.60,348.40,353.00,26/01/2024 17:35,CET,228,80541.40,353.00,26/01/2024
BERKSHIRE HATHAWAY,US0846707026,4BRK,EuroTLX,EUR,350.00,350.40,350.00,350.40,26/01/2024 12:57,CET,13,4554.00,353.20,26/01/2024
BERKSHIRE HATHAWAY,US0846707026,2BRKH,Trading After Hours,EUR,343.60,343.60,343.60,343.60,23/01/2024 20:25,CET,1,343.60,353.00,26/01/2024
BERNARD LOISEAU,FR0000066961,ALDBL,Euronext Growth Paris,EUR,3.50,3.50,3.50,3.50,22/01/2024 11:30,CET,10,35.00,3.50,26/01/2024
BEST BUY CO,US0865161014,2BBY,Trading After Hours,EUR,68.10,68.10,68.10,68.10,28/11/2023 19:53,CET,1,68.10,63.85,26/01/2024
BEST BUY CO,US0865161014,4BBY,EuroTLX,EUR,70.40,70.40,70.40,70.40,28/12/2023 16:49,CET,76,5350.40,69.50,26/01/2024
BEST BUY CO,US0865161014,1BBY,Euronext Global Equity Market,EUR,63.85,63.85,63.85,63.85,18/12/2023 09:00,CET,75,4788.75,63.85,26/01/2024
BESTBE HOLDING,IT0004942915,BES,Euronext Milan,EUR,0.012,0.012,0.0116,0.0118,26/01/2024 17:13,CET,968885,11523.014,0.0118,26/01/2024
BEVER HOLDING,NL0000285278,BEVER,Euronext Amsterdam,EUR,2.80,2.80,2.80,2.80,26/01/2024 12:23,CET,300,840.00,2.80,26/01/2024
BEWI,NO0010890965,BEWI,Oslo Børs,NOK,22.40,23.00,21.80,22.25,26/01/2024 16:25,CET,45037,1006131.95,22.25,26/01/2024
BEYOND MEAT,US08862E1091,1BYND,Euronext Global Equity Market,EUR,6.543,6.543,6.543,6.543,26/01/2024 15:12,CET,600,3925.80,6.721,26/01/2024
BEYOND MEAT,US08862E1091,4BYND,EuroTLX,EUR,6.346,6.441,6.346,6.441,25/01/2024 16:40,CET,52,330.18,6.716,26/01/2024
BEYOND MEAT,US08862E1091,2BYND,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,6.721,26/01/2024
BFF BANK,IT0005244402,BFF,Euronext Milan,EUR,10.10,10.14,10.04,10.07,26/01/2024 17:35,CET,152772,1539309.34,10.07,26/01/2024
BGL BNP PARIBAS,LU0097891112,-,Euronext Expert Market,EUR,89.00,89.00,89.00,89.00,22/03/2022 11:30,CET,50,4450.00,89.00,26/01/2024
BIALETTI INDUSTRIE,IT0004222102,BIA,Euronext Milan,EUR,0.255,0.257,0.255,0.257,26/01/2024 15:41,CET,34857,8903.575,0.257,26/01/2024
BIC,FR0000120966,BB,Euronext Paris,EUR,65.00,65.40,64.85,65.25,26/01/2024 17:35,CET,17676,1151995.05,65.25,26/01/2024
BIC,FR0000120966,2BB,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,65.25,26/01/2024
BIEN SPAREBANK,NO0012706763,BIEN,Oslo Børs,NOK,83.60,84.60,83.40,84.60,26/01/2024 14:14,CET,4386,367324.60,84.60,26/01/2024
BIESSE,IT0003097257,BSS,Euronext Milan,EUR,12.25,12.28,12.11,12.25,26/01/2024 17:35,CET,47131,575535.69,12.25,26/01/2024
BIFIRE,IT0005495335,FIRE,Euronext Growth Milan,EUR,3.34,3.40,3.34,3.40,26/01/2024 17:22,CET,4000,13440.00,3.38,26/01/2024
BIGBEN INTERACTIVE,FR0000074072,BIG,Euronext Paris,EUR,3.38,3.40,3.32,3.33,26/01/2024 17:35,CET,18850,63362.88,3.33,26/01/2024
BIL,LU0006040975,-,Euronext Expert Market,EUR,386.10,386.10,386.10,386.10,04/04/2017 11:30,CET,1,386.10,386.00,26/01/2024
BILENDI,FR0004174233,ALBLD,Euronext Growth Paris,EUR,15.50,15.52,15.48,15.48,26/01/2024 15:57,CET,472,7316.66,15.48,26/01/2024
BIO-UV GROUP,FR0013345493,ALTUV,Euronext Growth Paris,EUR,2.39,2.395,2.35,2.375,26/01/2024 17:26,CET,17563,41612.035,2.375,26/01/2024
BIOCARTIS,BE0974281132,BCART,Euronext Brussels,EUR,0.29,0.293,0.287,0.29,22/09/2023 17:35,CET,112228,32628.61,0.29,26/01/2024
BIOERA,IT0005516130,BIE,Euronext Milan,EUR,0.0505,0.0505,0.046,0.05,26/01/2024 17:35,CET,101200,4832.25,0.05,26/01/2024
BIOFISH HOLDING,NO0010955198,BFISH,Euronext Growth Oslo,NOK,1.32,1.37,1.31,1.37,26/01/2024 16:25,CET,219004,290970.52,1.37,26/01/2024
BIOGEN,US09062X1037,4BIIB,EuroTLX,EUR,229.80,229.80,225.00,226.60,24/01/2024 13:01,CET,153,34740.20,226.00,26/01/2024
BIOGEN,US09062X1037,2BIIB,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,226.20,26/01/2024
BIOGEN,US09062X1037,1BIIB,Euronext Global Equity Market,EUR,227.00,227.00,227.00,227.00,24/01/2024 10:59,CET,10,2270.00,226.20,26/01/2024
BIOMARIN PHARMA,US09061G1013,2BMRN,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,83.70,26/01/2024
BIOMARIN PHARMA,US09061G1013,1BMRN,Euronext Global Equity Market,EUR,84.42,84.42,84.42,84.42,22/01/2024 14:40,CET,1,84.42,83.70,26/01/2024
BIOMARIN PHARMA,US09061G1013,4BMRN,EuroTLX,EUR,89.90,89.90,89.90,89.90,09/01/2024 13:44,CET,15,1348.50,83.70,26/01/2024
BIOMERIEUX,FR0013280286,BIM,Euronext Paris,EUR,104.50,106.00,104.50,104.95,26/01/2024 17:35,CET,76772,8063855.75,104.95,26/01/2024
BIOMERIEUX,FR0013280286,2BIM,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,104.95,26/01/2024
BIOPHYTIS,FR0012816825,ALBPS,Euronext Growth Paris,EUR,0.005,0.0054,0.0048,0.005,26/01/2024 17:35,CET,17058571,86844.2803,0.005,26/01/2024
BIOPHYTIS BSA,FR0013507290,BPSBS,Euronext Growth Paris,EUR,0.004,0.004,0.004,0.004,26/01/2024 14:47,CET,17682,70.728,0.004,26/01/2024
BIOPHYTIS BSA,FR001400LN79,BPBS,Euronext Growth Paris,EUR,0.0002,0.0002,0.0001,0.0002,26/01/2024 15:46,CET,9001150,971.5133,0.0002,26/01/2024
BIOSENIC,BE0974280126,BIOS,"Euronext Brussels, Paris",EUR,0.042,0.0434,0.0384,0.04,26/01/2024 17:18,CET,1996472,80851.0128,0.04,26/01/2024
BIOSYNEX,FR0011005933,ALBIO,Euronext Growth Paris,EUR,7.96,8.15,7.94,8.00,26/01/2024 17:35,CET,3959,31977.90,8.00,26/01/2024
BIOTALYS,BE0974386188,BTLS,Euronext Brussels,EUR,4.50,4.57,4.34,4.42,26/01/2024 17:35,CET,22805,100478.86,4.42,26/01/2024
BIP INV. PARTNERS,LU0110790085,-,Euronext Expert Market,EUR,1.50,1.50,1.50,1.50,30/05/2023 11:30,CET,150,225.00,1.50,26/01/2024
BITCOIN GROUP,DE000A1TNV91,4ADE,EuroTLX,EUR,34.80,34.80,34.35,34.35,26/01/2024 14:49,CET,65,2255.25,34.40,26/01/2024
BITCOIN GROUP,DE000A1TNV91,1ADE,Euronext Global Equity Market,EUR,34.00,36.50,33.45,36.30,26/01/2024 17:35,CET,423,14879.55,36.30,26/01/2024
BITCOIN GROUP,DE000A1TNV91,2ADE,Trading After Hours,EUR,45.00,45.00,45.00,45.00,11/01/2024 19:30,CET,3,135.00,36.30,26/01/2024
BLACK SEA PROPERTY,NO0010755101,BSP,Euronext Growth Oslo,NOK,0.358,0.358,0.358,0.358,26/01/2024 12:11,CET,2377,850.966,0.358,26/01/2024
BLACKROCK,US09247X1019,1BLK,Euronext Global Equity Market,EUR,726.20,729.80,726.20,729.00,26/01/2024 16:46,CET,5,3640.20,727.60,26/01/2024
BLACKROCK,US09247X1019,4BLK,EuroTLX,EUR,729.20,729.20,729.20,729.20,25/01/2024 15:45,CET,3,2187.60,727.20,26/01/2024
BLACKROCK,US09247X1019,2BLK,Trading After Hours,EUR,737.40,737.40,737.40,737.40,19/01/2024 18:39,CET,4,2949.60,727.60,26/01/2024
BLEECKER,FR0000062150,BLEE,Euronext Paris,EUR,161.00,161.00,161.00,161.00,26/01/2024 11:31,CET,4,644.00,161.00,26/01/2024
BLOCK,US8522341036,2SQ,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,59.67,26/01/2024
BLOCK,US8522341036,1SQ,Euronext Global Equity Market,EUR,59.31,59.31,58.96,58.96,18/01/2024 10:20,CET,290,17127.10,59.67,26/01/2024
BLOCK,US8522341036,4SQ,EuroTLX,EUR,57.81,57.81,57.81,57.81,26/01/2024 15:37,CET,30,1734.30,59.67,26/01/2024
BLUE SHARK POWER,FR0013340973,MLBSP,Euronext Access Paris,EUR,6.90,6.90,6.90,6.90,25/01/2024 11:30,CET,40,276.00,6.90,26/01/2024
BLUELINEA,FR0011041011,ALBLU,Euronext Growth Paris,EUR,1.085,1.085,1.085,1.085,26/01/2024 09:00,CET,1,1.085,1.085,26/01/2024
BLUENORD,NO0010379266,BNOR,Oslo Børs,NOK,495.00,502.00,492.50,502.00,26/01/2024 16:25,CET,9892,4929324.50,502.00,26/01/2024
BM3EAC,KYG137071075,BACE,Euronext Amsterdam,USD,10.00,10.00,10.00,10.00,14/03/2023 09:43,CET,354,3540.00,10.00,26/01/2024
BMW,DE0005190003,4BMW,EuroTLX,EUR,94.50,94.90,94.50,94.67,26/01/2024 15:44,CET,120,11351.40,94.62,26/01/2024
BMW,DE0005190003,1BMW,Euronext Global Equity Market,EUR,94.37,94.80,94.37,94.55,26/01/2024 17:15,CET,1393,131730.66,94.61,26/01/2024
BMW,DE0005190003,2BMW,Trading After Hours,EUR,91.99,91.99,91.99,91.99,19/01/2024 18:55,CET,144,13246.56,94.61,26/01/2024
BMW PREF,DE0005190037,1BMW3,Euronext Global Equity Market,EUR,90.00,90.00,90.00,90.00,15/01/2024 09:00,CET,20,1800.00,88.80,26/01/2024
BMW PREF,DE0005190037,4BMW3,EuroTLX,EUR,89.65,89.65,89.65,89.65,27/12/2023 17:04,CET,46,4123.90,88.75,26/01/2024
BMW PREF,DE0005190037,2BMW3,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,88.80,26/01/2024
BNP PARIBAS,FR0000131104,4BNP,EuroTLX,EUR,62.59,62.59,62.59,62.59,26/01/2024 15:11,CET,40,2503.60,62.35,26/01/2024
BNP PARIBAS,FR0000131104,2BNP,Trading After Hours,EUR,62.50,62.50,62.50,62.50,11/01/2024 19:57,CET,1,62.50,62.42,26/01/2024
BNP PARIBAS,FR0000131104,1BNP,Euronext Global Equity Market,EUR,62.16,62.67,61.62,62.42,26/01/2024 17:35,CET,1868,116314.20,62.42,26/01/2024
BNP PARIBAS ACT.A,FR0000131104,BNP,Euronext Paris,EUR,62.00,62.71,61.59,62.55,26/01/2024 17:37,CET,2078747,129799946.60,62.55,26/01/2024
BNP PARIBAS FORTIS,BE0172505399,-,Euronext Expert Market,EUR,42.20,42.20,42.20,42.20,23/01/2024 11:42,CET,169,7131.80,42.20,26/01/2024
BOA CONCEPT,FR0011365907,ALBOA,Euronext Growth Paris,EUR,23.50,23.70,23.50,23.50,26/01/2024 16:31,CET,338,7950.40,23.50,26/01/2024
BODY ONE,FR0010106039,MLONE,Euronext Access Paris,EUR,0.36,0.36,0.36,0.36,25/01/2024 16:30,CET,3,1.08,0.36,26/01/2024
BOEING,US0970231058,2BA,Trading After Hours,EUR,185.92,185.92,185.92,185.92,25/01/2024 18:10,CET,4,743.68,189.18,26/01/2024
BOEING,US0970231058,1BA,Euronext Global Equity Market,EUR,186.00,189.54,185.54,189.18,26/01/2024 17:35,CET,406,76338.36,189.18,26/01/2024
BOEING,US0970231058,4BA,EuroTLX,EUR,185.00,188.48,185.00,188.00,26/01/2024 16:17,CET,97,18169.82,188.76,26/01/2024
BOIRON,FR0000061129,BOI,Euronext Paris,EUR,41.14,42.18,41.08,41.16,26/01/2024 17:35,CET,8015,333075.74,41.16,26/01/2024
BOIS DU LUC,BE0156880313,-,Euronext Expert Market,EUR,20.75,20.75,20.75,20.75,18/08/2015 11:30,CET,410,8507.50,20.80,26/01/2024
BOIS DU LUC 10E,BE0156881329,-,Euronext Expert Market,EUR,2.77,2.77,2.77,2.77,25/08/2015 11:30,CET,3,8.31,2.78,26/01/2024
BOLLORE,FR0000039299,BOL,Euronext Paris,EUR,5.925,6.02,5.92,5.97,26/01/2024 17:35,CET,701693,4192070.325,5.97,26/01/2024
BOLLORE,FR0000039299,2BOL,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,5.97,26/01/2024
BOLOGNAFIERE,IT0003516066,BF,Euronext Growth Milan,EUR,-,-,-,-,-,CET,-,-,1.25,26/01/2024
BONDUELLE,FR0000063935,BON,Euronext Paris,EUR,10.02,10.20,9.98,10.08,26/01/2024 17:36,CET,10303,103876.46,10.08,26/01/2024
BONHEUR,NO0003110603,BONHR,Oslo Børs,NOK,220.00,222.00,216.50,218.50,26/01/2024 16:28,CET,15163,3316641.00,218.50,26/01/2024
BONYF,BE6333353298,MLBON,Euronext Access Paris,EUR,12.00,12.00,12.00,12.00,08/04/2022 16:30,CET,100,1200.00,12.00,26/01/2024
BOOKING HOLDINGS,US09857L1089,1BKNG,Euronext Global Equity Market,EUR,3235.00,3245.00,3235.00,3245.00,24/01/2024 10:46,CET,2,6480.00,3237.00,26/01/2024
BOOKING HOLDINGS,US09857L1089,4BKNG,EuroTLX,EUR,3235.00,3260.00,3235.00,3260.00,15/01/2024 11:55,CET,25,81250.00,3235.00,26/01/2024
BOOKING HOLDINGS,US09857L1089,2BKNG,Trading After Hours,EUR,3200.00,3200.00,3200.00,3200.00,21/12/2023 20:28,CET,1,3200.00,3237.00,26/01/2024
BOOSTHEAT,FR001400IAM7,ALBOO,Euronext Growth Paris,EUR,0.0007,0.0085,0.0006,0.0009,26/01/2024 17:35,CET,528805490,827492.6727,0.0009,26/01/2024
BORGESTAD,NO0003111700,BOR,Oslo Børs,NOK,0.32,0.329,0.32,0.329,26/01/2024 15:48,CET,117374,37776.43,0.329,26/01/2024
BORGOSESIA,IT0003217335,BO,Euronext Milan,EUR,0.694,0.698,0.694,0.698,26/01/2024 13:59,CET,8756,6107.20,0.698,26/01/2024
BORR DRILLING,BMG1466R1732,BORR,Oslo Børs,NOK,74.75,75.80,74.20,75.60,26/01/2024 16:25,CET,357974,26953264.85,75.60,26/01/2024
BORREGAARD,NO0010657505,BRG,Oslo Børs,NOK,164.80,168.20,163.80,167.60,26/01/2024 17:31,CET,43530,7266714.60,167.60,26/01/2024
BOSTON SCIENTIFIC,US1011371077,4BSX,EuroTLX,EUR,55.98,55.98,55.98,55.98,19/01/2024 16:15,CET,43,2407.14,56.36,26/01/2024
BOSTON SCIENTIFIC,US1011371077,2BSX,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,56.38,26/01/2024
BOSTON SCIENTIFIC,US1011371077,1BSX,Euronext Global Equity Market,EUR,56.10,56.10,56.10,56.10,26/01/2024 14:20,CET,70,3927.00,56.38,26/01/2024
BOUFFIOULX-St-NICO,BE0014799556,-,Euronext Expert Market,EUR,41.995,41.995,41.995,41.995,01/08/2023 11:30,CET,2,83.99,41.995,26/01/2024
BOURRELIER GROUP,FR0000054421,ALBOU,Euronext Growth Paris,EUR,47.00,47.00,47.00,47.00,23/01/2024 16:30,CET,10,470.00,47.00,26/01/2024
BOURSE DIRECT,FR0000074254,BSD,Euronext Paris,EUR,5.04,5.14,4.98,5.14,26/01/2024 17:35,CET,3145,15823.09,5.14,26/01/2024
BOUSSARD GAVAUDAN,GG00B1FQG453,BGHL,Euronext Amsterdam,EUR,25.40,25.40,25.40,25.40,25/01/2024 10:39,CET,1890,48006.00,25.40,26/01/2024
BOUSSARD GHL GBP,GG00B39VMM07,BGHS,Euronext Amsterdam,GBP,10.00,10.00,10.00,10.00,21/12/2010 11:50,CET,188,2210.99,10.00,26/01/2024
BOUVET,NO0010360266,BOUV,Oslo Børs,NOK,63.50,63.50,62.90,63.10,26/01/2024 16:25,CET,100996,6372972.20,63.10,26/01/2024
BOUYGUES,FR0000120503,2EN,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,35.21,26/01/2024
BOUYGUES,FR0000120503,4EN,EuroTLX,EUR,34.27,34.27,34.27,34.27,21/12/2023 16:01,CET,150,5140.50,35.22,26/01/2024
BOUYGUES,FR0000120503,EN,Euronext Paris,EUR,35.10,35.34,35.06,35.21,26/01/2024 17:35,CET,458716,16152880.09,35.21,26/01/2024
BOUYGUES NV24,FR001400M3D7,ENNV,Euronext Paris,EUR,-,-,-,-,-,CET,-,-,34.12,26/01/2024
BPER BANCA,IT0000066123,2BPE,Trading After Hours,EUR,3.259,3.259,3.228,3.228,26/01/2024 20:18,CET,16500,53396.514,3.236,26/01/2024
BPER BANCA,IT0000066123,BPE,Euronext Milan,EUR,3.255,3.269,3.186,3.244,26/01/2024 17:35,CET,13574867,43838479.086,3.244,26/01/2024
BPOST,BE0974268972,BPOST,Euronext Brussels,EUR,3.956,3.974,3.83,3.948,26/01/2024 17:35,CET,192895,758218.232,3.948,26/01/2024
BQUE NAT. BELGIQUE,BE0003008019,BNB,Euronext Brussels,EUR,522.00,528.00,514.00,514.00,26/01/2024 15:56,CET,7,3628.00,514.00,26/01/2024
BREDERODE,LU1068091351,BREB,Euronext Brussels,EUR,108.00,108.00,105.60,106.20,26/01/2024 17:35,CET,7009,748282.00,106.20,26/01/2024
BREMBO,IT0005252728,BRE,Euronext Milan,EUR,11.25,11.57,11.22,11.51,26/01/2024 17:36,CET,658537,7526897.76,11.51,26/01/2024
BRILL KON,NL0000442523,BRILL,Euronext Amsterdam,EUR,27.20,27.20,27.20,27.20,26/01/2024 15:42,CET,205,5576.00,27.20,26/01/2024
BRIOSCHI,IT0000066180,BRI,Euronext Milan,EUR,0.061,0.0614,0.06,0.0614,26/01/2024 17:35,CET,44168,2692.7484,0.0614,26/01/2024
BRISTOL-MYERS SQ,US1101221083,1BMY,Euronext Global Equity Market,EUR,45.90,45.90,45.90,45.90,26/01/2024 17:04,CET,100,4590.00,45.80,26/01/2024
BRISTOL-MYERS SQ,US1101221083,4BMY,EuroTLX,EUR,45.75,45.75,45.75,45.75,12/01/2024 12:12,CET,9,411.75,45.80,26/01/2024
BRISTOL-MYERS SQ,US1101221083,2BMY,Trading After Hours,EUR,47.40,47.40,47.40,47.40,19/12/2023 18:58,CET,21,995.40,45.80,26/01/2024
BROADCOM,US11135F1012,4AVGO,EuroTLX,EUR,1118.00,1118.00,1118.00,1118.00,26/01/2024 17:25,CET,1,1118.00,1118.00,26/01/2024
BROADCOM,US11135F1012,1AVGO,Euronext Global Equity Market,EUR,1112.80,1117.60,1110.00,1117.60,26/01/2024 16:10,CET,37,41099.20,1115.40,26/01/2024
BROADCOM,US11135F1012,2AVGO,Trading After Hours,EUR,1161.40,1161.40,1161.40,1161.40,25/01/2024 18:23,CET,1,1161.40,1115.40,26/01/2024
BROADPEAK,FR001400AJZ7,ALBPK,Euronext Growth Paris,EUR,2.78,2.78,2.70,2.70,26/01/2024 15:52,CET,3178,8612.66,2.70,26/01/2024
BROUX-KIGGEN,BE6326475389,-,Euronext Expert Market,EUR,85.00,85.00,85.00,85.00,15/06/2021 11:30,CET,395,33575.00,85.00,26/01/2024
BRUNEL INTERNAT,NL0010776944,BRNL,Euronext Amsterdam,EUR,10.50,10.60,10.38,10.40,26/01/2024 17:35,CET,47181,493221.52,10.40,26/01/2024
BRUNELLO CUCINELLI,IT0004764699,BC,Euronext Milan,EUR,86.10,91.10,86.00,91.10,26/01/2024 17:35,CET,474202,42418837.35,91.10,26/01/2024
BUREAU VERITAS,FR0006174348,BVI,Euronext Paris,EUR,24.50,24.92,24.49,24.80,26/01/2024 17:35,CET,652556,16169106.48,24.80,26/01/2024
BUREAU VERITAS,FR0006174348,2BVI,Trading After Hours,EUR,-,-,-,-,-,CET,-,-,24.80,26/01/2024
BURELLE,FR0000061137,BUR,Euronext Paris,EUR,397.00,397.00,393.00,396.00,26/01/2024 17:06,CET,64,25288.00,396.00,26/01/2024
BUZZI,IT0001347308,BZU,Euronext Milan,EUR,30.80,31.06,30.62,30.94,26/01/2024 17:35,CET,244247,7545603.58,30.94,26/01/2024
BUZZI,IT0001347308,2BZU,Trading After Hours,EUR,29.66,29.68,29.66,29.68,23/01/2024 20:18,CET,175,5190.60,30.94,26/01/2024
BW ENERGY LIMITED,BMG0702P1086,BWE,Oslo Børs,NOK,27.15,29.00,27.15,28.95,26/01/2024 16:25,CET,250136,7226747.225,28.95,26/01/2024
BW LPG,BMG173841013,BWLPG,Oslo Børs,NOK,141.00,142.50,139.20,141.20,26/01/2024 16:26,CET,331110,46565358.20,141.20,26/01/2024
BW OFFSHORE LTD,BMG1738J1247,BWO,Oslo Børs,NOK,24.98,24.98,24.28,24.84,26/01/2024 16:25,CET,195273,4803521.60,24.84,26/01/2024
BYGGMA,NO0003087603,BMA,Oslo Børs,NOK,19.10,19.10,19.00,19.00,26/01/2024 16:25,CET,1066,20359.20,19.00,26/01/2024
C. LATTE D'ITALIA,IT0003023980,CLI,Euronext Milan,EUR,2.96,3.00,2.94,2.94,26/01/2024 16:51,CET,7289,21683.24,2.94,26/01/2024
CA TOULOUSE 31 CCI,FR0000045544,CAT31,Euronext Paris,EUR,68.47,68.47,67.00,67.00,26/01/2024 15:52,CET,165,11195.91,67.00,26/01/2024
CABASSE,FR001400DIY6,ALCAB,Euronext Growth Paris,EUR,2.29,2.36,2.28,2.29,26/01/2024 15:15,CET,307,711.23,2.29,26/01/2024
CABKA,NL00150000S7,CABKA,Euronext Amsterdam,EUR,5.86,5.94,5.86,5.90,26/01/2024 17:35,CET,129,766.00,5.90,26/01/2024
